1	0.06826167	the
2	0.10944545	of
3	0.14576982	and
4	0.17725636	to
5	0.19838880	in
6	0.21266031	i
7	0.22609301	that
8	0.23831862	was
9	0.24899333	his
10	0.25917972	he
11	0.26895477	it
12	0.27832635	with
13	0.28749409	is
14	0.29610443	for
15	0.30464146	as
16	0.31208890	had
17	0.31942664	you
18	0.32639184	not
19	0.33326088	be
20	0.33957187	her
21	0.34577462	on
22	0.35195137	at
23	0.35809078	by
24	0.36364773	which
25	0.36892034	have
26	0.37404954	or
27	0.37903297	from
28	0.38390395	this
29	0.38872226	him
30	0.39344621	but
31	0.39793862	all
32	0.40208228	she
33	0.40613441	they
34	0.41016651	were
35	0.41414259	my
36	0.41805374	are
37	0.42172586	me
38	0.42516196	one
39	0.42858314	their
40	0.43198274	so
41	0.43518697	an
42	0.43838599	said
43	0.44143070	them
44	0.44445325	we
45	0.44745276	who
46	0.45036517	would
47	0.45322516	been
48	0.45603951	will
49	0.45875818	no
50	0.46116011	when
51	0.46353918	there
52	0.46590600	if
53	0.46821057	more
54	0.47048551	out
55	0.47266019	up
56	0.47472721	into
57	0.47676537	do
58	0.47878557	any
59	0.48079751	your
60	0.48274559	what
61	0.48468933	has
62	0.48659763	man
63	0.48850349	could
64	0.49036377	other
65	0.49219402	than
66	0.49401177	our
67	0.49580320	some
68	0.49757717	very
69	0.49933573	time
70	0.50106386	upon
71	0.50277997	about
72	0.50447905	may
73	0.50614492	its
74	0.50774419	only
75	0.50934268	now
76	0.51089617	like
77	0.51244112	little
78	0.51396429	then
79	0.51543220	can
80	0.51687836	should
81	0.51832010	made
82	0.51975846	did
83	0.52117986	us
84	0.52255883	such
85	0.52393602	a
86	0.52529485	great
87	0.52664996	before
88	0.52799418	must
89	0.52932051	two
90	0.53064337	these
91	0.53195869	see
92	0.53326348	know
93	0.53454528	over
94	0.53578482	much
95	0.53698552	down
96	0.53817260	after
97	0.53935922	first
98	0.54054126	Mr
99	0.54171382	good
100	0.54283354	men
101	0.54395215	own
102	0.54504352	never
103	0.54612277	most
104	0.54719988	old
105	0.54827204	shall
106	0.54934237	day
107	0.55041227	where
108	0.55147810	those
109	0.55253728	came
110	0.55359630	come
111	0.55464376	himself
112	0.55568703	way
113	0.55669366	work
114	0.55769503	life
115	0.55868937	without
116	0.55967988	go
117	0.56065956	make
118	0.56162952	well
119	0.56259140	through
120	0.56355241	being
121	0.56451278	long
122	0.56546883	say
123	0.56642407	might
124	0.56735886	how
125	0.56828317	am
126	0.56920372	too
127	0.57011443	even
128	0.57102301	def
129	0.57192702	again
130	0.57282975	many
131	0.57372775	back
132	0.57461308	here
133	0.57548137	think
134	0.57633591	every
135	0.57718717	people
136	0.57802441	went
137	0.57886068	same
138	0.57968657	last
139	0.58050494	thought
140	0.58132232	away
141	0.58213649	under
