1	0.14408178	de
2	0.24100661	la
3	0.31621510	i
4	0.38887520	el
5	0.45589523	a
6	0.50164906	l'
7	0.54285288	en
8	0.58258112	que
9	0.62034729	d'
10	0.65806977	va
11	0.69164292	del
12	0.71994220	per
13	0.74747458	les
14	0.77310011	els
15	0.79768342	un
16	0.81994032	amb
17	0.84058708	es
18	0.86117473	al
19	0.88169659	una
20	0.89598907	és
21	0.90984336	com
22	0.92290616	dels
23	0.93299388	més
24	0.94207619	ser
25	0.95097794	seu
26	0.95940010	van
27	0.96769643	o
28	0.97573699	no
29	0.98371152	s'
30	0.99084672	seva
31	0.99758997	fou
32	1	Dvorak
